"protein","logFC","pvalue","adj.pvalue","contrast","organism","label","TlogFC"
"sp.Q96A33.CCD47_HUMAN","sp|Q96A33|CCD47_HUMAN","0.095074856784322","0.440511997554639","0.788109326570865","conditionC-conditionB","HUMAN","0","0"
"sp.Q86U42.PABP2_HUMAN.2","sp|Q86U42|PABP2_HUMAN","0.057191408826796","0.440605991135565","0.82680412371134","conditionD-conditionC","HUMAN","0","0"
"sp.Q9BRL6.SRSF8_HUMAN.2","sp|Q9BRL6|SRSF8_HUMAN","-0.19697425816129","0.440780987314687","0.82680412371134","conditionD-conditionC","HUMAN","0","0"
"sp.Q9H8Y8.GORS2_HUMAN","sp|Q9H8Y8|GORS2_HUMAN","0.0614383791639987","0.440874980895614","0.789132882882883","conditionC-conditionB","HUMAN","0","0"
"sp.P78527.PRKDC_HUMAN","sp|P78527|PRKDC_HUMAN","0.031940142060094","0.440890264404707","0.789132882882883","conditionC-conditionB","HUMAN","0","0"
"sp.P49736.MCM2_HUMAN.1","sp|P49736|MCM2_HUMAN","0.0379512952795658","0.44090860461562","0.71235018238666","conditionD-conditionB","HUMAN","0","0"
"sp.Q96E14.RMI2_HUMAN.2","sp|Q96E14|RMI2_HUMAN","0.124264640291839","0.441058383004738","0.826855123674912","conditionD-conditionC","HUMAN","0","0"
"sp.P55957.BID_HUMAN.1","sp|P55957|BID_HUMAN","-0.102574973278056","0.441162310866575","0.712685595207085","conditionD-conditionB","HUMAN","0","0"
"sp.Q06136.KDSR_HUMAN","sp|Q06136|KDSR_HUMAN","0.044223418611903","0.4411989912884","0.789132882882883","conditionC-conditionB","HUMAN","0","0"
"sp.O75223.GGCT_HUMAN","sp|O75223|GGCT_HUMAN","-0.0526606537135024","0.441274644658414","0.78919223191669","conditionC-conditionB","HUMAN","0","0"
"sp.Q9NQV6.PRD10_HUMAN","sp|Q9NQV6|PRD10_HUMAN","-0.25183818513392","0.441305975852056","0.789251547552054","conditionC-conditionB","HUMAN","0","0"
"sp.Q6P1Q9.MET2B_HUMAN.2","sp|Q6P1Q9|MET2B_HUMAN","-0.228732481120516","0.441405318661165","0.827323365581941","conditionD-conditionC","HUMAN","0","0"
"sp.Q01804.OTUD4_HUMAN.2","sp|Q01804|OTUD4_HUMAN","0.12040883815239","0.441531407611188","0.827323365581941","conditionD-conditionC","HUMAN","0","0"
"sp.Q9UHX3.AGRE2_HUMAN.1","sp|Q9UHX3|AGRE2_HUMAN","0.156069617872284","0.441649090631209","0.712984647410877","conditionD-conditionB","HUMAN","0","0"
"sp.Q9NPA0.EMC7_HUMAN.1","sp|Q9NPA0|EMC7_HUMAN","0.0680764766029025","0.441664374140303","0.712984647410877","conditionD-conditionB","HUMAN","0","0"
"sp.Q96KP1.EXOC2_HUMAN.2","sp|Q96KP1|EXOC2_HUMAN","-0.0595763262365931","0.441668959193031","0.827323365581941","conditionD-conditionC","HUMAN","0","0"
"sp.Q9BQC6.RT63_HUMAN.1","sp|Q9BQC6|RT63_HUMAN","-0.0906538061943589","0.441731621580315","0.712984647410877","conditionD-conditionB","HUMAN","0","0"
"sp.P61088.UBE2N_HUMAN.1","sp|P61088|UBE2N_HUMAN","0.0343432798055208","0.441808803301238","0.712984647410877","conditionD-conditionB","HUMAN","0","0"
"sp.P21675.TAF1_HUMAN.sp.Q8IZX4.TAF1L_HUMAN.2","sp|P21675|TAF1_HUMAN;sp|Q8IZX4|TAF1L_HUMAN","0.0574620477182997","0.441825615161241","0.827323365581941","conditionD-conditionC","HUMAN","0","0"
"sp.O15427.MOT4_HUMAN","sp|O15427|MOT4_HUMAN","0.0521026727273881","0.441845483723063","0.789370078740158","conditionC-conditionB","HUMAN","0","0"
"sp.Q8NFH3.NUP43_HUMAN","sp|Q8NFH3|NUP43_HUMAN","0.10086047812305","0.441860767232157","0.789370078740158","conditionC-conditionB","HUMAN","0","0"
"sp.P47712.PA24A_HUMAN.2","sp|P47712|PA24A_HUMAN","0.0449940409393079","0.441965459269448","0.827323365581941","conditionD-conditionC","HUMAN","0","0"
"sp.P18031.PTN1_HUMAN.1","sp|P18031|PTN1_HUMAN","0.0355542859709566","0.442012073972184","0.713133940182055","conditionD-conditionB","HUMAN","0","0"
"sp.Q96P47.AGAP3_HUMAN.2","sp|Q96P47|AGAP3_HUMAN","-0.106651483757952","0.442054867797646","0.827323365581941","conditionD-conditionC","HUMAN","0","0"
"sp.P61247.RS3A_HUMAN.2","sp|P61247|RS3A_HUMAN","0.0219724517062581","0.44207015130674","0.827323365581941","conditionD-conditionC","HUMAN","0","0"
"sp.O15427.MOT4_HUMAN.1","sp|O15427|MOT4_HUMAN","-0.0340120885545936","0.44214198379948","0.713133940182055","conditionD-conditionB","HUMAN","0","0"
"sp.Q6UN15.FIP1_HUMAN","sp|Q6UN15|FIP1_HUMAN","0.0704693894121267","0.44223979825768","0.790553837503514","conditionC-conditionB","HUMAN","0","0"
"sp.Q4G0I0.UQCC4_HUMAN.2","sp|Q4G0I0|UQCC4_HUMAN","-0.319123166626061","0.44243389882317","0.827323365581941","conditionD-conditionC","HUMAN","0","0"
"sp.Q71SY5.MED25_HUMAN.1","sp|Q71SY5|MED25_HUMAN","0.251679507711486","0.442525599877732","0.71346853874155","conditionD-conditionB","HUMAN","0","0"
"sp.P14747.PP2B2_YEAST","sp|P14747|PP2B2_YEAST","-0.119232447845642","0.442530949105915","0.790893760539629","conditionC-conditionB","YEAST","1","0.321928094887362"
"sp.P41594.GRM5_HUMAN.2","sp|P41594|GRM5_HUMAN","0.199130935504876","0.442595904019563","0.827323365581941","conditionD-conditionC","HUMAN","0","0"
"sp.Q9Y608.LRRF2_HUMAN.1","sp|Q9Y608|LRRF2_HUMAN","0.0825469643839689","0.442865657955066","0.713543020535482","conditionD-conditionB","HUMAN","0","0"
"sp.P28074.PSB5_HUMAN.2","sp|P28074|PSB5_HUMAN","-0.0426748859087134","0.442981812624179","0.827323365581941","conditionD-conditionC","HUMAN","0","0"
"sp.Q9NVE7.PANK4_HUMAN.1","sp|Q9NVE7|PANK4_HUMAN","0.105261769030673","0.443047531713281","0.714137214137214","conditionD-conditionB","HUMAN","0","0"
"sp.P48449.LSS_HUMAN.1","sp|P48449|LSS_HUMAN","-0.0826637498798704","0.443150695399664","0.714359906517788","conditionD-conditionB","HUMAN","0","0"
"sp.Q96DH6.MSI2H_HUMAN.1","sp|Q96DH6|MSI2H_HUMAN","0.0849051359012432","0.443182026593306","0.714359906517788","conditionD-conditionB","HUMAN","0","0"
"sp.O94966.UBP19_HUMAN.1","sp|O94966|UBP19_HUMAN","0.106102005212861","0.443213357786948","0.714359906517788","conditionD-conditionB","HUMAN","0","0"
"sp.Q70J99.UN13D_HUMAN","sp|Q70J99|UN13D_HUMAN","0.0417448117587007","0.443351673544246","0.791352859135286","conditionC-conditionB","HUMAN","0","0"
"sp.Q9HCY8.S10AE_HUMAN.2","sp|Q9HCY8|S10AE_HUMAN","-0.0844866909921969","0.443480819196087","0.827323365581941","conditionD-conditionC","HUMAN","0","0"
"sp.P07358.CO8B_HUMAN.2","sp|P07358|CO8B_HUMAN","0.0868842368710201","0.443509857863365","0.827323365581941","conditionD-conditionC","HUMAN","0","0"
"sp.Q6BDS2.BLT3A_HUMAN","sp|Q6BDS2|BLT3A_HUMAN","-0.0721214970750585","0.443535839828825","0.791352859135286","conditionC-conditionB","HUMAN","0","0"
"sp.O95445.APOM_HUMAN.2","sp|O95445|APOM_HUMAN","0.078984946499622","0.443557236741556","0.827323365581941","conditionD-conditionC","HUMAN","0","0"
"sp.Q13033.STRN3_HUMAN.2","sp|Q13033|STRN3_HUMAN","-0.110662036447165","0.443616842427021","0.827323365581941","conditionD-conditionC","HUMAN","0","0"
"sp.P63098.CANB1_HUMAN.2","sp|P63098|CANB1_HUMAN","0.105218272376392","0.443675683937032","0.827323365581941","conditionD-conditionC","HUMAN","0","0"
"sp.Q9Y265.RUVB1_HUMAN.1","sp|Q9Y265|RUVB1_HUMAN","0.0534736677574692","0.443767384991594","0.714434060228453","conditionD-conditionB","HUMAN","0","0"
"sp.Q14691.PSF1_HUMAN","sp|Q14691|PSF1_HUMAN","0.122960483816575","0.443826226501605","0.791352859135286","conditionC-conditionB","HUMAN","0","0"
"sp.Q9BZH6.WDR11_HUMAN","sp|Q9BZH6|WDR11_HUMAN","-0.0477185114580543","0.443841510010698","0.791352859135286","conditionC-conditionB","HUMAN","0","0"
"sp.Q9BXF6.RFIP5_HUMAN","sp|Q9BXF6|RFIP5_HUMAN","0.0602194999493495","0.443906464924347","0.791352859135286","conditionC-conditionB","HUMAN","0","0"
"sp.Q7Z460.CLAP1_HUMAN.1","sp|Q7Z460|CLAP1_HUMAN","0.0584471607559269","0.443922512608895","0.714508175447703","conditionD-conditionB","HUMAN","0","0"
"sp.Q3LXA3.TKFC_HUMAN","sp|Q3LXA3|TKFC_HUMAN","0.0344426260196826","0.443971419837995","0.791352859135286","conditionC-conditionB","HUMAN","0","0"
"sp.Q08623.HDHD1_HUMAN","sp|Q08623|HDHD1_HUMAN","0.0372655223852281","0.443986703347089","0.791352859135286","conditionC-conditionB","HUMAN","0","0"
"sp.Q04917.1433F_HUMAN","sp|Q04917|1433F_HUMAN","0.100767652133307","0.444001986856182","0.791352859135286","conditionC-conditionB","HUMAN","0","0"
"sp.P60983.GMFB_HUMAN","sp|P60983|GMFB_HUMAN","0.0908745255710848","0.444053950787101","0.791352859135286","conditionC-conditionB","HUMAN","0","0"
"sp.Q9NRZ7.PLCC_HUMAN.2","sp|Q9NRZ7|PLCC_HUMAN","0.0931368081755801","0.444151001069846","0.828253223915592","conditionD-conditionC","HUMAN","0","0"
"sp.Q9NPF5.DMAP1_HUMAN","sp|Q9NPF5|DMAP1_HUMAN","0.0611943023036492","0.444310713739875","0.791352859135286","conditionC-conditionB","HUMAN","0","0"
"sp.Q06828.FMOD_HUMAN.2","sp|Q06828|FMOD_HUMAN","0.058726395796743","0.444318355494422","0.828303545268093","conditionD-conditionC","HUMAN","0","0"
"sp.Q8NE71.ABCF1_HUMAN","sp|Q8NE71|ABCF1_HUMAN","0.058484330493906","0.444355800091701","0.791352859135286","conditionC-conditionB","HUMAN","0","0"
"sp.Q9H9F9.ARP5_HUMAN","sp|Q9H9F9|ARP5_HUMAN","-0.158317868097896","0.444465077181721","0.791352859135286","conditionC-conditionB","HUMAN","0","0"
"sp.Q9Y383.LC7L2_HUMAN.1","sp|Q9Y383|LC7L2_HUMAN","0.049630261775846","0.444472718936268","0.71536066424494","conditionD-conditionB","HUMAN","0","0"
"sp.Q9UJX6.ANC2_HUMAN.2","sp|Q9UJX6|ANC2_HUMAN","0.0901525295394956","0.444569005043558","0.82844702467344","conditionD-conditionC","HUMAN","0","0"
"sp.Q92626.PXDN_HUMAN.2","sp|Q92626|PXDN_HUMAN","0.313769623855223","0.444615619746294","0.82844702467344","conditionD-conditionC","HUMAN","0","0"
"sp.P30419.NMT1_HUMAN.2","sp|P30419|NMT1_HUMAN","0.0534585579919753","0.44475852055632","0.82844702467344","conditionD-conditionC","HUMAN","0","0"
"sp.P53008.CWH41_YEAST.1","sp|P53008|CWH41_YEAST","-0.123147367858303","0.444764633959957","0.715767634854772","conditionD-conditionB","YEAST","1","0.584962500721156"
"sp.Q14141.SEPT6_HUMAN.1","sp|Q14141|SEPT6_HUMAN","-0.0647862508211468","0.444827296347241","0.715767634854772","conditionD-conditionB","HUMAN","0","0"
"sp.Q16401.PSMD5_HUMAN.1","sp|Q16401|PSMD5_HUMAN","0.0398374724161261","0.444855570839065","0.715841327456572","conditionD-conditionB","HUMAN","0","0"
"sp.Q9HAB8.PPCS_HUMAN.1","sp|Q9HAB8|PPCS_HUMAN","0.0483590857697074","0.444883845330888","0.715914981855884","conditionD-conditionB","HUMAN","0","0"
"sp.Q08421.ETT1_YEAST","sp|Q08421|ETT1_YEAST","-0.124858762801642","0.444980895613633","0.791352859135286","conditionC-conditionB","YEAST","1","0.321928094887362"
"sp.Q08421.ETT1_YEAST.2","sp|Q08421|ETT1_YEAST","-0.152949794825247","0.445027510316369","0.82844702467344","conditionD-conditionC","YEAST","1","0.263034405833794"
"sp.Q8N142.PURA1_HUMAN","sp|Q8N142|PURA1_HUMAN","-0.135898051508265","0.445068775790922","0.791352859135286","conditionC-conditionB","HUMAN","0","0"
"sp.P62979.RS27A_HUMAN.1","sp|P62979|RS27A_HUMAN","0.035201386897235","0.445157420143665","0.716247732573206","conditionD-conditionB","HUMAN","0","0"
"sp.Q03169.TNAP2_HUMAN","sp|Q03169|TNAP2_HUMAN","-0.055908611127192","0.445248357022772","0.791352859135286","conditionC-conditionB","HUMAN","0","0"
"sp.Q5VV42.CDKAL_HUMAN.2","sp|Q5VV42|CDKAL_HUMAN","0.122478637220302","0.445270518110958","0.82844702467344","conditionD-conditionC","HUMAN","0","0"
"sp.P55809.SCOT1_HUMAN","sp|P55809|SCOT1_HUMAN","-0.0358839019001991","0.445315604462785","0.791352859135286","conditionC-conditionB","HUMAN","0","0"
"sp.Q9H6S0.YTDC2_HUMAN","sp|Q9H6S0|YTDC2_HUMAN","0.0776439518355119","0.445349228182791","0.791352859135286","conditionC-conditionB","HUMAN","0","0"
"sp.O60885.BRD4_HUMAN.2","sp|O60885|BRD4_HUMAN","-0.07763270871685","0.445361454990066","0.82844702467344","conditionD-conditionC","HUMAN","0","0"
"sp.O60907.TBL1X_HUMAN","sp|O60907|TBL1X_HUMAN","0.0665281539349305","0.445364511691884","0.791352859135286","conditionC-conditionB","HUMAN","0","0"
"sp.Q8NBZ0.IN80E_HUMAN.1","sp|Q8NBZ0|IN80E_HUMAN","-0.206267711523185","0.445437872535534","0.717020175892395","conditionD-conditionB","HUMAN","0","0"
"sp.Q66K14.TBC9B_HUMAN.1","sp|Q66K14|TBC9B_HUMAN","-0.0639836942879253","0.445482194711906","0.717020175892395","conditionD-conditionB","HUMAN","0","0"
"sp.O95674.CDS2_HUMAN.1","sp|O95674|CDS2_HUMAN","-0.0766238316600942","0.445547149625554","0.717020175892395","conditionD-conditionB","HUMAN","0","0"
"sp.P40763.STAT3_HUMAN.2","sp|P40763|STAT3_HUMAN","-0.0345475161265778","0.44562968057466","0.82844702467344","conditionD-conditionC","HUMAN","0","0"
"sp.P27348.1433T_HUMAN.1","sp|P27348|1433T_HUMAN","0.0416830715353083","0.445630444750115","0.717020175892395","conditionD-conditionB","HUMAN","0","0"
"sp.Q9H1D9.RPC6_HUMAN.1","sp|Q9H1D9|RPC6_HUMAN","0.137285831430352","0.445808497631056","0.717020175892395","conditionD-conditionB","HUMAN","0","0"
"sp.Q9NXC5.MIO_HUMAN.2","sp|Q9NXC5|MIO_HUMAN","0.338987264937101","0.445874980895614","0.82844702467344","conditionD-conditionC","HUMAN","0","0"
"sp.P50991.TCPD_HUMAN.1","sp|P50991|TCPD_HUMAN","0.0368437768788503","0.44588262265016","0.717020175892395","conditionD-conditionB","HUMAN","0","0"
"sp.P62495.ERF1_HUMAN","sp|P62495|ERF1_HUMAN","0.0398091358728916","0.445942228335626","0.791352859135286","conditionC-conditionB","HUMAN","0","0"
"sp.Q6UXN9.WDR82_HUMAN.2","sp|Q6UXN9|WDR82_HUMAN","0.0608165869224386","0.445965917774721","0.82844702467344","conditionD-conditionC","HUMAN","0","0"
"sp.O00291.HIP1_HUMAN.2","sp|O00291|HIP1_HUMAN","0.168957337565551","0.445981201283815","0.82844702467344","conditionD-conditionC","HUMAN","0","0"
"sp.Q9H1A4.APC1_HUMAN","sp|Q9H1A4|APC1_HUMAN","0.0999990986581363","0.445987314687452","0.791352859135286","conditionC-conditionB","HUMAN","0","0"
"sp.Q8IX01.SUGP2_HUMAN.2","sp|Q8IX01|SUGP2_HUMAN","0.0927567802096139","0.446027815986551","0.82844702467344","conditionD-conditionC","HUMAN","0","0"
"sp.O15372.EIF3H_HUMAN.2","sp|O15372|EIF3H_HUMAN","0.0341969186397026","0.446070609812013","0.82844702467344","conditionD-conditionC","HUMAN","0","0"
"sp.Q96J02.ITCH_HUMAN.2","sp|Q96J02|ITCH_HUMAN","0.296517069380991","0.446085893321107","0.82844702467344","conditionD-conditionC","HUMAN","0","0"
"sp.Q8IVT2.MISP_HUMAN.1","sp|Q8IVT2|MISP_HUMAN","0.0370632358464977","0.446117988690203","0.717020175892395","conditionD-conditionB","HUMAN","0","0"
"sp.P49821.NDUV1_HUMAN","sp|P49821|NDUV1_HUMAN","-0.0585028133541972","0.446179122726578","0.791352859135286","conditionC-conditionB","HUMAN","0","0"
"sp.Q08170.SRSF4_HUMAN.2","sp|Q08170|SRSF4_HUMAN","-0.179900979222891","0.446224209078404","0.82844702467344","conditionD-conditionC","HUMAN","0","0"
"sp.Q9ULV4.COR1C_HUMAN.2","sp|Q9ULV4|COR1C_HUMAN","0.0688305846382669","0.446254776096592","0.82844702467344","conditionD-conditionC","HUMAN","0","0"
"sp.P22336.RFA1_YEAST","sp|P22336|RFA1_YEAST","-0.175297659523217","0.446316674308421","0.791352859135286","conditionC-conditionB","YEAST","1","0.321928094887362"
"sp.Q9Y4X5.ARI1_HUMAN.2","sp|Q9Y4X5|ARI1_HUMAN","-0.0444385765395818","0.446316674308421","0.82844702467344","conditionD-conditionC","HUMAN","0","0"
"sp.Q16822.PCKGM_HUMAN.1","sp|Q16822|PCKGM_HUMAN","0.0454161651417806","0.446357939782974","0.717093354021205","conditionD-conditionB","HUMAN","0","0"
"sp.Q6UN15.FIP1_HUMAN.2","sp|Q6UN15|FIP1_HUMAN","-0.069925295614766","0.446365581537521","0.82844702467344","conditionD-conditionC","HUMAN","0","0"
"sp.Q04214.YM13B_YEAST","sp|Q04214|YM13B_YEAST","-0.0929353397366537","0.446407611187529","0.791352859135286","conditionC-conditionB","YEAST","1","0.321928094887362"
"sp.Q8NEY8.PPHLN_HUMAN.2","sp|Q8NEY8|PPHLN_HUMAN","-0.0707546827697314","0.446535992663916","0.82844702467344","conditionD-conditionC","HUMAN","0","0"
"sp.Q13084.RM28_HUMAN","sp|Q13084|RM28_HUMAN","-0.0856820612468727","0.446571908910286","0.791352859135286","conditionC-conditionB","HUMAN","0","0"
"sp.P51570.GALK1_HUMAN","sp|P51570|GALK1_HUMAN","0.0608363701826722","0.446684242702124","0.791352859135286","conditionC-conditionB","HUMAN","0","0"
"sp.P49756.RBM25_HUMAN.2","sp|P49756|RBM25_HUMAN","-0.120330197287387","0.446691120281217","0.82844702467344","conditionD-conditionC","HUMAN","0","0"
"sp.O95674.CDS2_HUMAN","sp|O95674|CDS2_HUMAN","-0.140759691070061","0.446715573895766","0.791352859135286","conditionC-conditionB","HUMAN","0","0"
"sp.Q7Z6K3.PTAR1_HUMAN.2","sp|Q7Z6K3|PTAR1_HUMAN","-0.219007074060575","0.446782057160324","0.82844702467344","conditionD-conditionC","HUMAN","0","0"
"sp.Q00341.VIGLN_HUMAN.2","sp|Q00341|VIGLN_HUMAN","0.0268863716187564","0.446797340669418","0.82844702467344","conditionD-conditionC","HUMAN","0","0"
"sp.P16298.PP2BB_HUMAN","sp|P16298|PP2BB_HUMAN","0.0791160203571568","0.446824086810332","0.791352859135286","conditionC-conditionB","HUMAN","0","0"
"sp.Q9HD33.RM47_HUMAN.1","sp|Q9HD33|RM47_HUMAN","0.0566908055737603","0.44691349533853","0.718273455673301","conditionD-conditionB","HUMAN","0","0"
"sp.Q5HYI7.MTX3_HUMAN.1","sp|Q5HYI7|MTX3_HUMAN","0.140349821847003","0.446928778847623","0.718273455673301","conditionD-conditionB","HUMAN","0","0"
"sp.Q9UHV9.PFD2_HUMAN.1","sp|Q9UHV9|PFD2_HUMAN","0.0600391815584711","0.446975393550359","0.718346253229974","conditionD-conditionB","HUMAN","0","0"
"sp.Q9H7B2.RPF2_HUMAN","sp|Q9H7B2|RPF2_HUMAN","0.0644974520907127","0.44700978144582","0.791666666666667","conditionC-conditionB","HUMAN","0","0"
"sp.Q9UGR2.Z3H7B_HUMAN","sp|Q9UGR2|Z3H7B_HUMAN","-0.153653960768986","0.44705716032401","0.791666666666667","conditionC-conditionB","HUMAN","0","0"
"sp.Q00610.CLH1_HUMAN","sp|Q00610|CLH1_HUMAN","0.0312802576718294","0.447087727342198","0.791666666666667","conditionC-conditionB","HUMAN","0","0"
"sp.Q9BRP8.PYM1_HUMAN.2","sp|Q9BRP8|PYM1_HUMAN","0.0574460928637048","0.447304753171328","0.82844702467344","conditionD-conditionC","HUMAN","0","0"
"sp.P04183.KITH_HUMAN.1","sp|P04183|KITH_HUMAN","0.067779338394196","0.447356717102247","0.719194006716611","conditionD-conditionB","HUMAN","0","0"
"sp.Q96BP2.CHCH1_HUMAN.2","sp|Q96BP2|CHCH1_HUMAN","-0.0638372875429845","0.447382699067706","0.82844702467344","conditionD-conditionC","HUMAN","0","0"
"sp.P21953.ODBB_HUMAN.2","sp|P21953|ODBB_HUMAN","0.110512914616839","0.4473979825768","0.82844702467344","conditionD-conditionC","HUMAN","0","0"
"sp.Q16772.GSTA3_HUMAN","sp|Q16772|GSTA3_HUMAN","-0.161696198922936","0.447413266085893","0.791864028977431","conditionC-conditionB","HUMAN","0","0"
"sp.P33991.MCM4_HUMAN.2","sp|P33991|MCM4_HUMAN","0.0395534292494091","0.447429313770442","0.82844702467344","conditionD-conditionC","HUMAN","0","0"
"sp.P45973.CBX5_HUMAN.2","sp|P45973|CBX5_HUMAN","0.0499898006907351","0.447459880788629","0.82844702467344","conditionD-conditionC","HUMAN","0","0"
"sp.P46013.KI67_HUMAN.1","sp|P46013|KI67_HUMAN","0.0416283964011566","0.447462173314993","0.71926652892562","conditionD-conditionB","HUMAN","0","0"
"sp.P50094.IMDH4_YEAST.2","sp|P50094|IMDH4_YEAST","-0.0872342966691306","0.447475164297723","0.82844702467344","conditionD-conditionC","YEAST","1","0.263034405833794"
"sp.O94776.MTA2_HUMAN.2","sp|O94776|MTA2_HUMAN","-0.060059246466972","0.447503438789546","0.82844702467344","conditionD-conditionC","HUMAN","0","0"
"sp.Q5VW32.BROX_HUMAN","sp|Q5VW32|BROX_HUMAN","0.0517393524849084","0.447544704264099","0.791922005571031","conditionC-conditionB","HUMAN","0","0"
"sp.Q99459.CDC5L_HUMAN.2","sp|Q99459|CDC5L_HUMAN","0.0622853425457528","0.447605838300474","0.82844702467344","conditionD-conditionC","HUMAN","0","0"
"sp.Q96JG6.VPS50_HUMAN.1","sp|Q96JG6|VPS50_HUMAN","0.0924107071141744","0.447753324163228","0.719669592152814","conditionD-conditionB","HUMAN","0","0"
"sp.P29508.SPB3_HUMAN.2","sp|P29508|SPB3_HUMAN","-0.0528515948617727","0.447778541953232","0.82844702467344","conditionD-conditionC","HUMAN","0","0"
"sp.O95478.NSA2_HUMAN.1","sp|O95478|NSA2_HUMAN","-0.0571565118291932","0.447919914412349","0.719669592152814","conditionD-conditionB","HUMAN","0","0"
"sp.O60763.USO1_HUMAN","sp|O60763|USO1_HUMAN","0.0390807875634689","0.447952009781446","0.792733853006682","conditionC-conditionB","HUMAN","0","0"
"sp.Q7Z569.BRAP_HUMAN.2","sp|Q7Z569|BRAP_HUMAN","0.0716894908297512","0.448016964695094","0.82844702467344","conditionD-conditionC","HUMAN","0","0"
"sp.P06703.S10A6_HUMAN","sp|P06703|S10A6_HUMAN","0.243069958312248","0.448106373223292","0.792733853006682","conditionC-conditionB","HUMAN","0","0"
"sp.Q9Y446.PKP3_HUMAN.2","sp|Q9Y446|PKP3_HUMAN","0.0500690104645702","0.448120128381476","0.82844702467344","conditionD-conditionC","HUMAN","0","0"
"sp.Q86UY6.NAA40_HUMAN","sp|Q86UY6|NAA40_HUMAN","-0.143648442476571","0.448195017576035","0.792767732962448","conditionC-conditionB","HUMAN","0","0"
"sp.Q8TGS9.YM001_YEAST","sp|Q8TGS9|YM001_YEAST","-0.0536386996153553","0.448382240562433","0.792767732962448","conditionC-conditionB","YEAST","1","0.321928094887362"
"sp.Q969E8.TSR2_HUMAN","sp|Q969E8|TSR2_HUMAN","0.118290763228426","0.448397524071527","0.792767732962448","conditionC-conditionB","HUMAN","0","0"
"sp.Q9Y619.ORNT1_HUMAN.2","sp|Q9Y619|ORNT1_HUMAN","-0.12848001926691","0.448436497019716","0.829657573998839","conditionD-conditionC","HUMAN","0","0"
"sp.P59998.ARPC4_HUMAN.2","sp|P59998|ARPC4_HUMAN","0.0565425901981857","0.448554944215192","0.829997098926603","conditionD-conditionC","HUMAN","0","0"
"sp.Q8WVC0.LEO1_HUMAN","sp|Q8WVC0|LEO1_HUMAN","-0.0784321924674654","0.448591624637017","0.792882958020573","conditionC-conditionB","HUMAN","0","0"
"sp.Q14966.ZN638_HUMAN.2","sp|Q14966|ZN638_HUMAN","0.0395610914650479","0.448726119517041","0.830144927536232","conditionD-conditionC","HUMAN","0","0"
"sp.Q86TI2.DPP9_HUMAN.1","sp|Q86TI2|DPP9_HUMAN","0.038132610752891","0.448726883692496","0.719741935483871","conditionD-conditionB","HUMAN","0","0"
"sp.P05114.HMGN1_HUMAN","sp|P05114|HMGN1_HUMAN","0.537450008490252","0.448748280605227","0.792882958020573","conditionC-conditionB","HUMAN","0","0"
"sp.P32519.ELF1_HUMAN.2","sp|P32519|ELF1_HUMAN","0.286006420904405","0.448759743237047","0.830144927536232","conditionD-conditionC","HUMAN","0","0"
"sp.Q9NUM4.T106B_HUMAN.1","sp|Q9NUM4|T106B_HUMAN","-0.10886524925863","0.448899587345254","0.719814241486068","conditionD-conditionB","HUMAN","0","0"
"sp.Q9UPY8.MARE3_HUMAN","sp|Q9UPY8|MARE3_HUMAN","-0.39066565489177","0.449043252330735","0.793261231281198","conditionC-conditionB","HUMAN","0","0"
"sp.Q9UKB3.DJC12_HUMAN.2","sp|Q9UKB3|DJC12_HUMAN","0.107943625035771","0.449116613174385","0.830144927536232","conditionD-conditionC","HUMAN","0","0"
"sp.Q8WVV9.HNRLL_HUMAN.1","sp|Q8WVV9|HNRLL_HUMAN","0.0414018738046398","0.449138010087116","0.720216606498195","conditionD-conditionB","HUMAN","0","0"
"sp.P28799.GRN_HUMAN.2","sp|P28799|GRN_HUMAN","0.101571095875192","0.449211370930766","0.830150462962963","conditionD-conditionC","HUMAN","0","0"
"sp.O43657.TSN6_HUMAN.2","sp|O43657|TSN6_HUMAN","-0.0823521539744032","0.449319883845331","0.830150462962963","conditionD-conditionC","HUMAN","0","0"
"sp.P49419.AL7A1_HUMAN.1","sp|P49419|AL7A1_HUMAN","0.04359089186128","0.449380253706251","0.720216606498195","conditionD-conditionB","HUMAN","0","0"
"sp.Q8NI08.NCOA7_HUMAN.2","sp|Q8NI08|NCOA7_HUMAN","-0.100485097054032","0.449415405777166","0.830150462962963","conditionD-conditionC","HUMAN","0","0"
"sp.P56199.ITA1_HUMAN.2","sp|P56199|ITA1_HUMAN","0.0421190219363226","0.449445208619899","0.830150462962963","conditionD-conditionC","HUMAN","0","0"
"sp.P10588.NR2F6_HUMAN.2","sp|P10588|NR2F6_HUMAN","-0.154358422536274","0.449490294971725","0.830150462962963","conditionD-conditionC","HUMAN","0","0"
"sp.Q13442.HAP28_HUMAN.2","sp|Q13442|HAP28_HUMAN","-0.0425750533361793","0.449601100412655","0.830150462962963","conditionD-conditionC","HUMAN","0","0"
"sp.P62995.TRA2B_HUMAN","sp|P62995|TRA2B_HUMAN","0.0914338183742291","0.449648479290845","0.793261231281198","conditionC-conditionB","HUMAN","0","0"
"sp.P61599.NAA20_HUMAN.1","sp|P61599|NAA20_HUMAN","0.0851546149641216","0.449714962555403","0.720432878124195","conditionD-conditionB","HUMAN","0","0"
"sp.Q8TB03.CX038_HUMAN.1","sp|Q8TB03|CX038_HUMAN","-0.106499455262563","0.449730246064496","0.720432878124195","conditionD-conditionB","HUMAN","0","0"
