DEA,expression_type,MVI,Normalization,label
SAM,top0,nbavg,max,0.0
DEP,LFQ,MinProb,div.mean,0.0
limma,LFQ,zero,div.mean,0.0
limma,LFQ,min,div.mean,0.0
ttest,dlfq,bpca,TIC,0.0
DEP,LFQ,MinDet,max,0.0
SAM,top3,mice,div.mean,0.0
DEqMS,top0,Impseq,max,0.0
DEqMS,LFQ,QRILC,vsn,0.0
ttest,LFQ,missForest,div.median,0.0
DEP,LFQ,missForest,TIC,0.0
limma,top3,zero,max,0.0
ANOVA,dlfq,bpca,quantiles,0.0
ttest,top3,nbavg,TIC,0.0
SAM,LFQ,SeqKNN,div.median,0.0
ttest,top3,bpca,TIC,0.0
DEqMS,top0,Impseq,div.mean,0.0
ttest,LFQ,No_MVI,quantiles,0.0
ttest,top3,MinProb,vsn,0.0
DEP,top0,zero,div.median,0.0
SAM,LFQ,QRILC,quantiles,0.0
SAM,LFQ,bpca,No_norm,0.0
ROTS,top0,No_MVI,div.median,0.0
SAM,top0,Impseqrob,div.mean,0.0
SAM,LFQ,No_MVI,center.mean,0.0
ANOVA,dlfq,nbavg,center.mean,0.0
ttest,dlfq,zero,quantiles,0.0
DEP,LFQ,QRILC,div.median,0.0
ttest,top0,bpca,MBQN,0.0
ROTS,dlfq,nbavg,div.mean,0.0
DEqMS,top3,MLE,quantiles,0.0
ttest,dlfq,nbavg,TIC,0.0
SAM,top0,No_MVI,TIC,0.0
ttest,top3,Impseq,max,0.0
ANOVA,dlfq,nbavg,quantiles,0.0
DEqMS,LFQ,mice,vsn,0.0
ttest,LFQ,SeqKNN,vsn,0.0
ROTS,top3,zero,MBQN,0.0
ROTS,top3,knn,vsn,0.0
DEqMS,top3,bpca,max,0.0
ttest,dlfq,bpca,div.median,0.0
SAM,top3,MinDet,div.mean,0.0
DEqMS,top0,MinDet,vsn,0.0
DEqMS,LFQ,knn,max,0.0
proDA,LFQ,min,Rlr,0.0
ttest,top3,SeqKNN,vsn,0.0
SAM,top3,MinDet,TIC,0.0
ttest,top0,knn,TIC,0.0
ttest,top3,min,TIC,0.0
ttest,top0,bpca,TIC,0.0
ANOVA,LFQ,nbavg,center.mean,0.0
ANOVA,LFQ,nbavg,center.median,0.0
DEP,top3,SeqKNN,sum,0.0
DEP,top0,No_MVI,vsn,0.0
DEP,LFQ,No_MVI,sum,0.0
ANOVA,dlfq,knn,quantiles,0.0
SAM,LFQ,missForest,No_norm,0.0
DEqMS,top0,missForest,max,0.0
limma,top3,min,max,0.0
ttest,top0,Impseq,MBQN,0.0
DEqMS,top0,zero,MBQN,0.0
ttest,dlfq,MinProb,div.mean,0.0
ttest,top3,MinProb,MBQN,0.0
ANOVA,dlfq,knn,Rlr,0.0
ttest,top3,SeqKNN,max,0.0
SAM,top3,Impseqrob,div.mean,0.0
SAM,LFQ,MinProb,No_norm,0.0
SAM,top0,knn,vsn,0.0
ttest,dlfq,MLE,center.mean,0.0
ttest,top3,MinDet,vsn,0.0
DEqMS,top0,SeqKNN,div.mean,0.0
ttest,LFQ,zero,No_norm,0.0
ROTS,top3,nbavg,div.mean,0.0
SAM,LFQ,mice,div.mean,0.0
SAM,top3,bpca,vsn,0.0
ttest,top3,No_MVI,quantiles,0.0
ROTS,top3,missForest,vsn,0.0
SAM,LFQ,missForest,MBQN,0.0
ANOVA,dlfq,Impseq,No_norm,0.0
SAM,top0,nbavg,div.mean,0.0
limma,LFQ,zero,vsn,0.0
ANOVA,top3,MinDet,quantiles,0.0
ttest,LFQ,MLE,center.median,0.0
ttest,top0,zero,No_norm,0.0
ANOVA,dlfq,knn,lossf,0.0
ANOVA,dlfq,SeqKNN,quantiles,0.0
proDA,top0,zero,div.median,0.0
plgem,count,MinDet,No_norm,0.0
SAM,dlfq,MinDet,div.median,0.0
ANOVA,LFQ,nbavg,No_norm,0.0
plgem,count,min,No_norm,0.0
DEqMS,top3,Impseqrob,max,0.0
ANOVA,top3,knn,lossf,0.0
DEqMS,top0,bpca,div.mean,0.0
ttest,top0,QRILC,TIC,0.0
DEP,top0,No_MVI,div.median,0.0
DEqMS,top0,MLE,quantiles,0.0
ttest,LFQ,bpca,MBQN,0.0
ttest,dlfq,min,TIC,0.0
DEqMS,LFQ,Impseqrob,vsn,0.0
ANOVA,top3,knn,Rlr,0.0
ttest,top0,SeqKNN,max,0.0
ANOVA,LFQ,knn,No_norm,0.0
DEP,LFQ,MLE,TIC,0.0
ttest,top3,zero,No_norm,0.0
proDA,top0,missForest,sum,0.0
ROTS,top0,QRILC,max,0.0
DEqMS,dlfq,zero,TIC,0.0
limma,top0,mice,vsn,0.0
SAM,top3,mice,sum,0.0
DEqMS,top0,missForest,div.mean,0.0
DEqMS,top3,zero,TIC,0.0
DEP,LFQ,mice,TIC,0.0
ttest,top3,SeqKNN,div.median,0.0
ttest,top0,zero,center.mean,0.0
DEP,top3,mice,vsn,0.0
DEP,dlfq,min,vsn,0.0
ttest,LFQ,Impseq,MBQN,0.0
DEP,top3,SeqKNN,TIC,0.0
SAM,dlfq,knn,TIC,0.0
proDA,top0,bpca,sum,0.0
DEqMS,top3,zero,MBQN,0.0
ttest,dlfq,min,vsn,0.0
SAM,top0,MLE,center.median,0.0
ttest,top0,min,MBQN,0.0
ttest,dlfq,mice,MBQN,0.0
ttest,LFQ,MinDet,TIC,0.0
ttest,LFQ,mice,MBQN,0.0
ANOVA,dlfq,Impseq,lossf,0.0
SAM,top0,mice,max,0.0
DEP,top0,Impseqrob,max,0.0
DEqMS,top3,Impseqrob,div.mean,0.0
SAM,LFQ,QRILC,MBQN,0.0
SAM,top3,mice,MBQN,0.0
DEP,dlfq,min,max,0.0
ttest,dlfq,mice,div.median,0.0
DEqMS,top0,MinProb,div.median,0.0
proDA,LFQ,QRILC,div.median,0.0
DEqMS,dlfq,knn,vsn,0.0
ROTS,top0,zero,max,0.0
DEqMS,top3,mice,div.mean,0.0
DEqMS,top0,Impseqrob,vsn,0.0
ttest,LFQ,nbavg,TIC,0.0
DEP,dlfq,MLE,MBQN,0.0
DEqMS,dlfq,nbavg,div.mean,0.0
DEP,top3,No_MVI,max,0.0
ttest,top0,nbavg,MBQN,0.0
ttest,LFQ,missForest,vsn,0.0
ttest,dlfq,QRILC,MBQN,0.0
ROTS,top0,No_MVI,div.mean,0.0
ANOVA,dlfq,Impseq,Rlr,0.0
ANOVA,LFQ,nbavg,quantiles,0.0
SAM,LFQ,min,center.mean,0.0
DEqMS,top0,mice,div.median,0.0
ttest,LFQ,min,TIC,0.0
proDA,LFQ,nbavg,sum,0.0
ANOVA,top3,nbavg,center.median,0.0
ttest,dlfq,Impseqrob,div.median,0.0
ROTS,dlfq,MLE,max,0.0
ttest,top3,Impseq,MBQN,0.0
SAM,LFQ,min,MBQN,0.0
ANOVA,dlfq,Impseqrob,quantiles,0.0
ttest,top0,min,TIC,0.0
DEqMS,top0,zero,TIC,0.0
limma,top3,zero,div.mean,0.0
ANOVA,top3,knn,quantiles,0.0
ttest,dlfq,QRILC,TIC,0.0
DEqMS,top0,bpca,max,0.0
ttest,top3,missForest,div.median,0.0
ttest,dlfq,mice,vsn,0.0
DEP,dlfq,missForest,TIC,0.0
ROTS,top3,nbavg,vsn,0.0
DEP,top0,bpca,sum,0.0
DEqMS,top3,MinProb,div.median,0.0
ANOVA,dlfq,missForest,quantiles,0.0
DEP,dlfq,zero,TIC,0.0
ttest,top3,nbavg,MBQN,0.0
DEP,LFQ,MinDet,div.mean,0.0
ROTS,top0,zero,MBQN,0.0
ttest,dlfq,nbavg,div.mean,0.0
DEqMS,LFQ,MLE,quantiles,0.0
ttest,LFQ,MLE,center.mean,0.0
ttest,top3,MLE,lossf,0.0
proDA,top0,SeqKNN,sum,0.0
ttest,top3,knn,MBQN,0.0
proDA,top3,Impseq,quantiles,0.0
DEP,top0,knn,max,0.0
ttest,top0,mice,TIC,0.0
DEqMS,top0,MLE,No_norm,0.0
ANOVA,dlfq,min,quantiles,0.0
ttest,dlfq,knn,div.mean,0.0
ROTS,top3,No_MVI,max,0.0
ROTS,top3,Impseqrob,vsn,0.0
ANOVA,dlfq,nbavg,No_norm,0.0
limma,LFQ,zero,max,0.0
ttest,top3,MLE,center.median,0.0
ANOVA,dlfq,nbavg,lossf,0.0
ttest,LFQ,QRILC,MBQN,0.0
ttest,top0,nbavg,TIC,0.0
ANOVA,dlfq,min,No_norm,0.0
DEP,LFQ,MLE,quantiles,0.0
ANOVA,top3,nbavg,center.mean,0.0
ANOVA,LFQ,MinDet,quantiles,0.0
ANOVA,dlfq,nbavg,Rlr,0.0
plgem,count,No_MVI,div.median,0.0
ROTS,top3,zero,div.mean,0.0
limma,LFQ,mice,sum,0.0
SAM,dlfq,No_MVI,div.median,0.0
plgem,count,QRILC,div.median,0.0
plgem,count,zero,div.median,0.0
SAM,LFQ,min,Rlr,0.0
ANOVA,top3,nbavg,lossf,0.0
SAM,LFQ,Impseqrob,center.mean,0.0
DEqMS,LFQ,zero,TIC,0.0
ANOVA,LFQ,knn,quantiles,0.0
ttest,top3,MLE,Rlr,0.0
ANOVA,top3,nbavg,Rlr,0.0
DEqMS,dlfq,MinDet,div.median,0.0
limma,dlfq,MLE,MBQN,0.0
DEqMS,top3,No_MVI,div.median,0.0
ANOVA,dlfq,bpca,lossf,0.0
DEqMS,LFQ,zero,MBQN,0.0
limma,top0,MinProb,sum,0.0
proDA,top3,No_MVI,div.median,0.0
ttest,top3,min,MBQN,0.0
ttest,top0,Impseqrob,TIC,0.0
MSstats,top3,FALSE,equalizeMedians,0.0
ANOVA,dlfq,min,lossf,0.0
ANOVA,top3,min,quantiles,0.0
ANOVA,dlfq,Impseqrob,No_norm,0.0
DEP,top0,missForest,sum,0.0
ANOVA,dlfq,min,Rlr,0.0
ROTS,top0,MinDet,vsn,0.0
DEP,top3,missForest,TIC,0.0
DEqMS,dlfq,mice,div.mean,0.0
SAM,top0,Impseqrob,max,0.0
ttest,dlfq,No_MVI,MBQN,0.0
ANOVA,dlfq,bpca,No_norm,0.0
ANOVA,dlfq,mice,quantiles,0.0
SAM,top0,MLE,Rlr,0.0
ANOVA,top3,min,lossf,0.0
ANOVA,top3,min,Rlr,0.0
SAM,top0,MLE,No_norm,0.0
MSstats,top3,FALSE,FALSE,0.0
ROTS,top0,MLE,TIC,0.0
SAM,LFQ,Impseq,MBQN,0.0
ANOVA,top3,nbavg,quantiles,0.0
ttest,top3,missForest,vsn,0.0
ROTS,LFQ,nbavg,vsn,0.0
SAM,LFQ,SeqKNN,vsn,0.0
limma,top3,zero,vsn,0.0
plgem,count,No_MVI,TIC,0.0
plgem,count,QRILC,TIC,0.0
ttest,LFQ,SeqKNN,div.mean,0.0
proDA,top3,nbavg,center.mean,0.0
SAM,dlfq,knn,div.mean,0.0
edgeR,count,QRILC,No_norm,0.0
plgem,count,zero,TIC,0.0
SAM,LFQ,Impseqrob,quantiles,0.0
SAM,top0,knn,sum,0.0
edgeR,count,zero,No_norm,0.0
ANOVA,dlfq,min,center.median,0.0
ttest,top0,No_MVI,quantiles,0.0
ttest,top0,QRILC,MBQN,0.0
SAM,dlfq,No_MVI,div.mean,0.0
SAM,top0,MLE,lossf,0.0
DEqMS,top0,Impseqrob,div.median,0.0
ttest,top3,zero,quantiles,0.0
limma,LFQ,missForest,quantiles.robust,0.0
limma,top0,min,max,0.0
DEP,LFQ,SeqKNN,sum,0.0
ROTS,top0,MinProb,vsn,0.0
SAM,LFQ,zero,lossf,0.0
DEP,dlfq,QRILC,sum,0.0
proDA,LFQ,zero,div.mean,0.0
ANOVA,dlfq,min,center.mean,0.0
DEqMS,top3,MLE,No_norm,0.0
ttest,LFQ,SeqKNN,max,0.0
ttest,LFQ,No_MVI,MBQN,0.0
limma,top0,MinDet,sum,0.0
DEqMS,dlfq,No_MVI,div.mean,0.0
ttest,LFQ,Impseq,div.median,0.0
ttest,top3,bpca,MBQN,0.0
limma,top0,zero,max,0.0
proDA,dlfq,min,lossf,0.0
limma,dlfq,MLE,sum,0.0
SAM,top3,No_MVI,MBQN,0.0
ttest,dlfq,Impseqrob,TIC,0.0
ROTS,dlfq,No_MVI,vsn,0.0
SAM,LFQ,min,quantiles,0.0
SAM,top3,MLE,quantiles,0.0
DEqMS,top3,nbavg,div.mean,0.0
limma,dlfq,MLE,max,0.0
proDA,top0,nbavg,lossf,0.0
ANOVA,top3,min,center.median,0.0
proDA,LFQ,min,lossf,0.0
ttest,top0,missForest,max,0.0
ANOVA,top3,Impseq,lossf,0.0
edgeR,count,QRILC,TIC,0.0
ROTS,LFQ,zero,vsn,0.0
SAM,LFQ,bpca,MBQN,0.0
ANOVA,top0,MinDet,quantiles,0.0
edgeR,count,zero,TIC,0.0
ANOVA,dlfq,MinProb,quantiles,0.0
proDA,LFQ,No_MVI,div.median,0.0
DEP,dlfq,min,sum,0.0
ANOVA,dlfq,bpca,Rlr,0.0
edgeR,count,QRILC,Rlr,0.0
DEqMS,LFQ,bpca,sum,0.0
ANOVA,dlfq,Impseq,center.median,0.0
edgeR,count,zero,Rlr,0.0
ttest,top0,Impseq,max,0.0
ANOVA,dlfq,MinDet,center.median,0.0
ANOVA,LFQ,min,lossf,0.0
DEqMS,top3,bpca,sum,0.0
SAM,top3,No_MVI,div.median,0.0
ttest,top0,bpca,max,0.0
proDA,top0,zero,div.mean,0.0
ttest,dlfq,zero,MBQN,0.0
limma,top0,zero,div.median,0.0
ttest,dlfq,bpca,div.mean,0.0
SAM,top0,SeqKNN,sum,0.0
ANOVA,top3,min,No_norm,0.0
ANOVA,LFQ,min,Rlr,0.0
ANOVA,dlfq,SeqKNN,No_norm,0.0
ANOVA,LFQ,Impseq,quantiles,0.0
ANOVA,top3,min,center.mean,0.0
SAM,top3,No_MVI,sum,0.0
ANOVA,dlfq,SeqKNN,lossf,0.0
DEqMS,top3,knn,max,0.0
DEP,top3,mice,sum,0.0
ttest,LFQ,MLE,No_norm,0.0
ANOVA,dlfq,Impseqrob,lossf,0.0
ttest,top3,Impseqrob,TIC,0.0
DEP,LFQ,zero,MBQN,0.0
DEqMS,top3,missForest,sum,0.0
DEqMS,top3,knn,div.median,0.0
ROTS,top0,MinProb,max,0.0
SAM,top3,mice,vsn,0.0
edgeR,count,QRILC,lossf,0.0
SAM,top0,missForest,sum,0.0
ANOVA,dlfq,SeqKNN,Rlr,0.0
ttest,top3,MLE,center.mean,0.0
edgeR,count,zero,lossf,0.0
ROTS,dlfq,MLE,MBQN,0.0
ttest,top0,MLE,center.median,0.0
SAM,top0,MLE,quantiles,0.0
ttest,LFQ,QRILC,TIC,0.0
ANOVA,top3,SeqKNN,lossf,0.0
DEP,top3,MLE,TIC,0.0
proDA,top0,QRILC,div.mean,0.0
ANOVA,dlfq,MinDet,lossf,0.0
proDA,LFQ,QRILC,div.mean,0.0
ANOVA,LFQ,min,quantiles,0.0
ttest,LFQ,zero,quantiles,0.0
ANOVA,LFQ,Impseq,Rlr,0.0
ROTS,LFQ,MinProb,vsn,0.0
DEqMS,top0,nbavg,vsn,0.0
limma,top3,QRILC,sum,0.0
ROTS,top0,SeqKNN,vsn,0.0
ttest,dlfq,MinDet,div.mean,0.0
ttest,top3,MinProb,div.median,0.0
ANOVA,LFQ,min,No_norm,0.0
ANOVA,dlfq,MinDet,center.mean,0.0
ttest,top0,mice,MBQN,0.0
ANOVA,top3,Impseq,Rlr,0.0
ANOVA,top3,SeqKNN,Rlr,0.0
ROTS,LFQ,min,vsn,0.0
ttest,top0,MLE,lossf,0.0
DEqMS,top0,MinDet,div.median,0.0
ROTS,LFQ,missForest,quantiles.robust,0.0
SAM,top3,MLE,vsn,0.0
DEqMS,dlfq,MinProb,div.mean,0.0
limma,top0,MLE,MBQN,0.0
ANOVA,top0,min,quantiles,0.0
DEP,LFQ,bpca,TIC,0.0
ttest,LFQ,Impseq,TIC,0.0
ANOVA,dlfq,Impseqrob,Rlr,0.0
proDA,LFQ,nbavg,No_norm,0.0
DEqMS,top3,MinDet,div.median,0.0
ANOVA,LFQ,SeqKNN,No_norm,0.0
SAM,LFQ,No_MVI,quantiles,0.0
DEqMS,top0,QRILC,vsn,0.0
ROTS,top3,zero,max,0.0
DEP,top0,No_MVI,div.mean,0.0
SAM,top0,mice,sum,0.0
ANOVA,dlfq,nbavg,MBQN,0.0
SAM,top3,No_MVI,max,0.0
ttest,top0,Impseqrob,MBQN,0.0
ANOVA,top3,missForest,lossf,0.0
ROTS,LFQ,zero,MBQN,0.0
ttest,top3,Impseqrob,MBQN,0.0
ttest,dlfq,zero,sum,0.0
DEP,top0,MLE,MBQN,0.0
DEP,LFQ,zero,No_norm,0.0
ttest,dlfq,zero,max,0.0
DEqMS,dlfq,MLE,MBQN,0.0
ROTS,top3,nbavg,max,0.0
ROTS,LFQ,MinDet,vsn,0.0
SAM,top0,nbavg,sum,0.0
SAM,top3,MLE,div.median,0.0
DEP,LFQ,QRILC,div.mean,0.0
DEP,dlfq,MLE,TIC,0.0
ttest,top0,MLE,Rlr,0.0
ANOVA,dlfq,MinProb,center.median,0.0
limma,top3,MLE,TIC,0.0
ANOVA,top0,min,Rlr,0.0
SAM,dlfq,mice,vsn,0.0
ROTS,top0,QRILC,vsn,0.0
DEP,LFQ,Impseqrob,TIC,0.0
SAM,top3,MLE,No_norm,0.0
ANOVA,top0,min,lossf,0.0
ANOVA,LFQ,Impseq,lossf,0.0
ANOVA,top0,min,center.median,0.0
ANOVA,LFQ,min,center.mean,0.0
proDA,top3,bpca,quantiles,0.0
limma,top3,min,sum,0.0
ttest,dlfq,mice,TIC,0.0
DEP,LFQ,zero,center.mean,0.0
ANOVA,top3,Impseqrob,lossf,0.0
ANOVA,dlfq,min,MBQN,0.0
DEqMS,dlfq,knn,div.median,0.0
limma,LFQ,MLE,TIC,0.0
MSstats,top3,FALSE,quantile,0.0
SAM,LFQ,missForest,div.median,0.0
ROTS,top0,missForest,vsn,0.0
ANOVA,top0,knn,Rlr,0.0
ttest,dlfq,No_MVI,vsn,0.0
DEP,dlfq,bpca,TIC,0.0
ANOVA,dlfq,missForest,No_norm,0.0
ANOVA,top0,knn,quantiles,0.0
ANOVA,LFQ,SeqKNN,Rlr,0.0
ANOVA,LFQ,min,center.median,0.0
proDA,top3,No_MVI,div.mean,0.0
ANOVA,top0,min,center.mean,0.0
ROTS,LFQ,MLE,TIC,0.0
ANOVA,top3,missForest,Rlr,0.0
ROTS,top0,zero,div.median,0.0
DEqMS,top3,No_MVI,vsn,0.0
ttest,top0,zero,quantiles,0.0
SAM,LFQ,nbavg,div.median,0.0
DEP,dlfq,Impseqrob,TIC,0.0
DEP,top3,nbavg,TIC,0.0
ttest,top3,MinDet,max,0.0
ttest,LFQ,missForest,max,0.0
SAM,LFQ,mice,MBQN,0.0
SAM,top0,MinDet,max,0.0
ttest,top3,bpca,div.median,0.0
ttest,top3,mice,MBQN,0.0
proDA,LFQ,No_MVI,div.mean,0.0
ROTS,top0,Impseq,vsn,0.0
SAM,top0,No_MVI,MBQN,0.0
proDA,top0,min,Rlr,0.0
SAM,dlfq,QRILC,sum,0.0
ROTS,LFQ,MinProb,max,0.0
ANOVA,LFQ,Impseq,No_norm,0.0
ttest,top0,MLE,center.mean,0.0
ANOVA,LFQ,SeqKNN,quantiles,0.0
ANOVA,top3,min,MBQN,0.0
ttest,top3,knn,vsn,0.0
DEP,top0,nbavg,max,0.0
DEP,top0,mice,max,0.0
ANOVA,top3,bpca,lossf,0.0
SAM,top0,MLE,center.mean,0.0
ttest,top3,bpca,sum,0.0
ANOVA,top3,Impseqrob,Rlr,0.0
ttest,dlfq,MLE,quantiles,0.0
ANOVA,top0,nbavg,quantiles,0.0
limma,top0,MLE,TIC,0.0
SAM,LFQ,No_MVI,MBQN,0.0
ttest,top3,QRILC,vsn,0.0
ANOVA,LFQ,mice,quantiles,0.0
plgem,count,No_MVI,div.mean,0.0
ANOVA,top0,min,No_norm,0.0
DEP,dlfq,zero,div.mean,0.0
ttest,top3,MinDet,div.median,0.0
ANOVA,dlfq,knn,MBQN,0.0
plgem,count,QRILC,div.mean,0.0
plgem,count,No_MVI,MBQN,0.0
DEP,LFQ,nbavg,sum,0.0
plgem,count,zero,div.mean,0.0
plgem,count,QRILC,MBQN,0.0
plgem,count,zero,MBQN,0.0
ANOVA,dlfq,missForest,lossf,0.0
ROTS,top0,MinDet,max,0.0
ANOVA,LFQ,SeqKNN,lossf,0.0
limma,LFQ,MLE,MBQN,0.0
ttest,LFQ,missForest,div.mean,0.0
ANOVA,top3,missForest,quantiles,0.0
ANOVA,top0,knn,lossf,0.0
ttest,top3,QRILC,MBQN,0.0
ANOVA,top3,Impseq,quantiles,0.0
DEqMS,top0,nbavg,div.median,0.0
DEqMS,top0,MinProb,div.mean,0.0
DEqMS,dlfq,mice,vsn,0.0
DEP,top0,QRILC,max,0.0
ANOVA,top3,knn,MBQN,0.0
ANOVA,top3,bpca,Rlr,0.0
ttest,LFQ,mice,div.median,0.0
ANOVA,top3,nbavg,No_norm,0.0
ANOVA,dlfq,missForest,center.median,0.0
ttest,LFQ,Impseqrob,MBQN,0.0
plgem,count,min,MBQN,0.0
ttest,top3,QRILC,max,0.0
limma,top0,zero,div.mean,0.0
ANOVA,top3,bpca,No_norm,0.0
ttest,LFQ,knn,TIC,0.0
ANOVA,LFQ,missForest,No_norm,0.0
ANOVA,top0,min,MBQN,0.0
ANOVA,dlfq,Impseq,center.mean,0.0
SAM,LFQ,MinProb,vsn,0.0
plgem,count,MinProb,Rlr,0.0
ttest,LFQ,bpca,div.median,0.0
ANOVA,LFQ,mice,Rlr,0.0
ANOVA,LFQ,mice,No_norm,0.0
DEP,top0,MLE,TIC,0.0
ANOVA,top0,nbavg,center.median,0.0
limma,top0,QRILC,sum,0.0
proDA,top3,min,lossf,0.0
ANOVA,dlfq,SeqKNN,center.median,0.0
DEqMS,top3,QRILC,max,0.0
ANOVA,LFQ,missForest,lossf,0.0
DEP,top3,min,vsn,0.0
DEP,LFQ,MLE,MBQN,0.0
ttest,top3,knn,div.median,0.0
ttest,top3,No_MVI,TIC,0.0
ANOVA,top0,nbavg,Rlr,0.0
DEqMS,top0,mice,div.mean,0.0
ROTS,dlfq,zero,div.median,0.0
SAM,top0,knn,div.median,0.0
ANOVA,top0,knn,MBQN,0.0
MSstats,top3,TRUE,equalizeMedians,0.0
ttest,dlfq,zero,TIC,0.0
DEqMS,LFQ,nbavg,div.median,0.0
SAM,LFQ,mice,vsn,0.0
ANOVA,LFQ,missForest,Rlr,0.0
SAM,LFQ,MinDet,No_norm,0.0
ttest,top0,bpca,sum,0.0
MSstats,top3,TRUE,FALSE,0.0
proDA,dlfq,MinDet,max,0.0
DEP,top3,MLE,MBQN,0.0
plgem,count,MinProb,lossf,0.0
ANOVA,top3,nbavg,MBQN,0.0
ROTS,LFQ,nbavg,quantiles.robust,0.0
ROTS,top3,MLE,MBQN,0.0
ttest,top0,MLE,No_norm,0.0
DEqMS,dlfq,MinDet,div.mean,0.0
edgeR,count,SeqKNN,center.median,0.0
ROTS,top3,MLE,TIC,0.0
ANOVA,dlfq,MinProb,MBQN,0.0
ANOVA,dlfq,MinDet,MBQN,0.0
ANOVA,dlfq,bpca,center.mean,0.0
ANOVA,top3,mice,Rlr,0.0
limma,LFQ,MinProb,sum,0.0
edgeR,count,Impseqrob,center.median,0.0
ANOVA,dlfq,QRILC,quantiles,0.0
ANOVA,LFQ,MinDet,center.mean,0.0
ANOVA,dlfq,MinProb,center.mean,0.0
ANOVA,top0,nbavg,No_norm,0.0
ROTS,top3,min,vsn,0.0
ANOVA,top0,nbavg,MBQN,0.0
limma,dlfq,MLE,TIC,0.0
ttest,LFQ,MLE,quantiles,0.0
edgeR,count,missForest,center.median,0.0
ANOVA,LFQ,mice,lossf,0.0
ttest,dlfq,No_MVI,TIC,0.0
ANOVA,top3,SeqKNN,quantiles,0.0
DEqMS,LFQ,missForest,sum,0.0
ANOVA,top0,nbavg,center.mean,0.0
ttest,LFQ,knn,div.median,0.0
ANOVA,top3,bpca,quantiles,0.0
SAM,top0,bpca,sum,0.0
ttest,dlfq,min,div.median,0.0
DEP,dlfq,knn,TIC,0.0
ANOVA,top3,Impseq,No_norm,0.0
ANOVA,dlfq,missForest,Rlr,0.0
ROTS,top0,zero,div.mean,0.0
DEqMS,top0,MLE,MBQN,0.0
DEP,top0,SeqKNN,sum,0.0
edgeR,count,QRILC,quantiles,0.0
plgem,count,MinProb,TIC,0.0
SAM,dlfq,MLE,center.median,0.0
edgeR,count,Impseq,center.median,0.0
edgeR,count,zero,quantiles,0.0
ttest,top3,MLE,No_norm,0.0
DEqMS,top0,Impseqrob,max,0.0
proDA,dlfq,MinProb,max,0.0
ANOVA,top0,knn,No_norm,0.0
DEqMS,LFQ,Impseqrob,div.mean,0.0
DEqMS,top3,mice,max,0.0
edgeR,count,nbavg,center.median,0.0
ANOVA,top3,mice,lossf,0.0
ttest,LFQ,nbavg,div.median,0.0
ANOVA,top3,Impseqrob,quantiles,0.0
ttest,LFQ,bpca,max,0.0
ttest,LFQ,MinProb,TIC,0.0
ttest,top3,Impseq,div.mean,0.0
ANOVA,top0,missForest,No_norm,0.0
SAM,LFQ,MinProb,div.median,0.0
ANOVA,top0,nbavg,lossf,0.0
plgem,count,min,lossf,0.0
DEqMS,dlfq,zero,div.median,0.0
limma,top3,MLE,MBQN,0.0
ANOVA,LFQ,bpca,Rlr,0.0
ttest,top3,knn,sum,0.0
edgeR,count,QRILC,center.median,0.0
SAM,dlfq,MLE,center.mean,0.0
ANOVA,dlfq,No_MVI,quantiles,0.0
SAM,LFQ,nbavg,div.mean,0.0
DEP,LFQ,min,vsn,0.0
SAM,top0,mice,vsn,0.0
edgeR,count,MinDet,center.median,0.0
SAM,LFQ,knn,vsn,0.0
ANOVA,dlfq,bpca,center.median,0.0
edgeR,count,min,center.median,0.0
edgeR,count,zero,center.median,0.0
ANOVA,dlfq,mice,lossf,0.0
DEqMS,dlfq,zero,vsn,0.0
ttest,top3,zero,TIC,0.0
ttest,top3,MLE,quantiles,0.0
ANOVA,dlfq,knn,center.median,0.0
DEqMS,top3,MinDet,max,0.0
edgeR,count,bpca,center.median,0.0
SAM,dlfq,zero,quantiles,0.0
ttest,dlfq,No_MVI,div.median,0.0
DEP,top0,mice,sum,0.0
ttest,dlfq,Impseqrob,div.mean,0.0
SAM,LFQ,Impseqrob,No_norm,0.0
limma,LFQ,MinDet,sum,0.0
ANOVA,top3,SeqKNN,No_norm,0.0
ROTS,dlfq,MLE,TIC,0.0
plgem,count,mice,div.median,0.0
ttest,top3,bpca,vsn,0.0
SAM,top0,MinProb,max,0.0
ANOVA,top3,knn,No_norm,0.0
limma,LFQ,QRILC,sum,0.0
ANOVA,LFQ,bpca,lossf,0.0
ANOVA,LFQ,missForest,quantiles,0.0
DEP,top0,nbavg,sum,0.0
plgem,count,No_MVI,lossf,0.0
SAM,LFQ,SeqKNN,div.mean,0.0
ttest,top0,No_MVI,TIC,0.0
ttest,top0,No_MVI,MBQN,0.0
ROTS,top0,bpca,vsn,0.0
plgem,count,QRILC,lossf,0.0
ANOVA,dlfq,QRILC,MBQN,0.0
ANOVA,dlfq,missForest,center.mean,0.0
plgem,count,zero,lossf,0.0
ANOVA,top3,min,TIC,0.0
DEqMS,top3,missForest,max,0.0
SAM,LFQ,No_MVI,No_norm,0.0
ANOVA,top3,mice,No_norm,0.0
limma,top0,min,sum,0.0
DEP,dlfq,MLE,sum,0.0
ttest,LFQ,bpca,TIC,0.0
ANOVA,top0,min,TIC,0.0
ttest,top0,MinProb,vsn,0.0
ANOVA,top0,SeqKNN,No_norm,0.0
DEP,dlfq,MLE,max,0.0
plgem,count,mice,No_norm,0.0
DEP,top0,knn,sum,0.0
